noise_level,accuracy,CNN,hidden_units,hidden_func_name,latent_func_name,hidden_dropout,retrain_encoder,deep_dense_layers
0.0,0.9356046654389195,vgg19,10,relu,tanh,0.0,True,False
0.01,0.955340699815838,vgg19,10,relu,tanh,0.0,True,False
0.012648552168552958,0.9496009821976672,vgg19,10,relu,tanh,0.0,True,False
0.015998587196060583,0.9268262737875999,vgg19,10,relu,tanh,0.0,True,False
0.020235896477251575,0.9535297728667894,vgg19,10,relu,tanh,0.0,True,False
0.025595479226995357,0.9296807857581338,vgg19,10,relu,tanh,0.0,True,False
0.032374575428176434,0.9180171884591775,vgg19,10,relu,tanh,0.0,True,False
0.040949150623804255,0.906230816451811,vgg19,10,relu,tanh,0.0,True,False
0.05179474679231213,0.9074125230202578,vgg19,10,relu,tanh,0.0,True,False
0.0655128556859551,0.9048496009821977,vgg19,10,relu,tanh,0.0,True,False
0.08286427728546843,0.9082872928176795,vgg19,10,relu,tanh,0.0,True,False
0.10481131341546858,0.8861264579496625,vgg19,10,relu,tanh,0.0,True,False
0.13257113655901095,0.8946286065070596,vgg19,10,relu,tanh,0.0,True,False
0.16768329368110083,0.8769490484960099,vgg19,10,relu,tanh,0.0,True,False
0.21209508879201905,0.8614794352363412,vgg19,10,relu,tanh,0.0,True,False
0.2682695795279726,0.8353284223449969,vgg19,10,relu,tanh,0.0,True,False
0.33932217718953295,0.8391804788213628,vgg19,10,relu,tanh,0.0,True,False
0.42919342601287785,0.7841620626151012,vgg19,10,relu,tanh,0.0,True,False
0.5428675439323859,0.7925107427869859,vgg19,10,relu,tanh,0.0,True,False
0.6866488450043002,0.71841620626151,vgg19,10,relu,tanh,0.0,True,False
0.8685113737513529,0.6740638428483732,vgg19,10,relu,tanh,0.0,True,False
1.0985411419875584,0.623634131368938,vgg19,10,relu,tanh,0.0,True,False
1.3894954943731375,0.6004297114794352,vgg19,10,relu,tanh,0.0,True,False
1.757510624854793,0.5686617556783302,vgg19,10,relu,tanh,0.0,True,False
2.2229964825261956,0.5664518109269491,vgg19,10,relu,tanh,0.0,True,False
2.8117686979742307,0.5341006752608963,vgg19,10,relu,tanh,0.0,True,False
3.5564803062231287,0.49726826273787594,vgg19,10,relu,tanh,0.0,True,False
4.498432668969444,0.4640577041129528,vgg19,10,relu,tanh,0.0,True,False
5.689866029018299,0.4820748925721302,vgg19,10,relu,tanh,0.0,True,False
7.196856730011521,0.49558011049723755,vgg19,10,relu,tanh,0.0,True,False
9.102981779915218,0.5486801718845918,vgg19,10,relu,tanh,0.0,True,False
11.513953993264481,0.46817065684469006,vgg19,10,relu,tanh,0.0,True,False
14.563484775012444,0.51804788213628,vgg19,10,relu,tanh,0.0,True,False
18.420699693267164,0.5551258440761202,vgg19,10,relu,tanh,0.0,True,False
23.29951810515372,0.4851442602823818,vgg19,10,relu,tanh,0.0,True,False
29.4705170255181,0.46378146101903006,vgg19,10,relu,tanh,0.0,True,False
37.27593720314942,0.5069981583793739,vgg19,10,relu,tanh,0.0,True,False
47.14866363457394,0.5690914671577656,vgg19,10,relu,tanh,0.0,True,False
59.63623316594643,0.47127071823204414,vgg19,10,relu,tanh,0.0,True,False
75.43120063354623,0.4321055862492327,vgg19,10,relu,tanh,0.0,True,False
95.40954763499944,0.4850828729281768,vgg19,10,relu,tanh,0.0,True,False
120.67926406393289,0.4167587476979742,vgg19,10,relu,tanh,0.0,True,False
152.64179671752333,0.5134438305709024,vgg19,10,relu,tanh,0.0,True,False
193.06977288832496,0.5355739717618171,vgg19,10,relu,tanh,0.0,True,False
244.205309454865,0.49616329036218537,vgg19,10,relu,tanh,0.0,True,False
308.8843596477485,0.4846838551258441,vgg19,10,relu,tanh,0.0,True,False
390.6939937054621,0.47756292203806017,vgg19,10,relu,tanh,0.0,True,False
494.17133613238383,0.471976672805402,vgg19,10,relu,tanh,0.0,True,False
625.0551925273976,0.5024861878453039,vgg19,10,relu,tanh,0.0,True,False
790.6043210907702,0.4966236955187232,vgg19,10,relu,tanh,0.0,True,False
1000.0,0.4627378759975445,vgg19,10,relu,tanh,0.0,True,False
