noise_level,y_true,y_pred,y_prob,CNN,hidden_units,hidden_func_name,latent_func_name,hidden_dropout,retrain_encoder,deep_dense_layers
0.0,1,1,0.8127372860908508,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.015277682803571224,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.011830483563244343,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9184414744377136,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.22793364524841309,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5924577713012695,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3032509386539459,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9184771776199341,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.27523714303970337,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9100318551063538,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6269783973693848,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9037237763404846,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5846768021583557,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9034502506256104,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.010553944855928421,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7286077737808228,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.005435360595583916,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0166064091026783,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6378503441810608,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5424255728721619,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.11721542477607727,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5417090654373169,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6566129922866821,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5821062326431274,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.02438865415751934,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.946130633354187,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9025483131408691,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.32649943232536316,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.017649466171860695,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.38967257738113403,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5936868786811829,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9446497559547424,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0030954487156122923,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8261917233467102,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3672705888748169,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.09248112887144089,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8195745944976807,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5211358070373535,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.36365044116973877,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9754864573478699,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.10040980577468872,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8535849452018738,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.16609901189804077,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.016956813633441925,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.013394600711762905,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7702589631080627,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.3105795383453369,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.18230026960372925,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8639899492263794,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8445039391517639,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6704368591308594,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7857120037078857,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7810244560241699,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.012006785720586777,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8675296902656555,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.20095522701740265,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.002397705800831318,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7571238875389099,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9260364770889282,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5356396436691284,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8438201546669006,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.07267336547374725,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.2591356039047241,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.4659520387649536,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.932761013507843,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5747131705284119,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.030123135074973106,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8594380617141724,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9631177186965942,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0017475885106250644,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.23417356610298157,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0004874885198660195,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8533811569213867,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7315459847450256,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8866532444953918,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.14100897312164307,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6816861629486084,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.8899685144424438,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0763988196849823,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.07366287708282471,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.683151364326477,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5534442067146301,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7212046980857849,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.34415534138679504,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9297152757644653,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7363007068634033,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.033710792660713196,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.06141520291566849,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.057157550007104874,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0869608074426651,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.06403043866157532,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.003273889422416687,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9525803327560425,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9217185974121094,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9344495534896851,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6686927676200867,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.8006204962730408,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7504311800003052,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5424849987030029,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7921562194824219,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6134278178215027,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9300512075424194,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9201271533966064,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9104642868041992,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.15393760800361633,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.42454099655151367,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.32244744896888733,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.12719906866550446,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7998225688934326,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9863818883895874,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7690702676773071,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.42532771825790405,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8636622428894043,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8608629107475281,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0009385997545905411,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.09771670401096344,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0016681936103850603,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9367817640304565,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7190337181091309,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.09124526381492615,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.653979480266571,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7125248908996582,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.20786654949188232,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.012466003187000751,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.34885942935943604,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9203634858131409,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.009943044744431973,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.03268623352050781,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9764407277107239,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3253421187400818,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9848030805587769,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.022628461942076683,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3692874014377594,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.620461642742157,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7559250593185425,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0202508382499218,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0026715619023889303,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7110075354576111,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.3971242308616638,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7452544569969177,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9514562487602234,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5484904050827026,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6873124837875366,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.11268536746501923,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.13117486238479614,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6689615845680237,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7548795938491821,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6706265807151794,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.19660189747810364,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8232231140136719,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3283103406429291,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9319442510604858,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.383680522441864,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7530845999717712,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9453181028366089,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9824060201644897,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.89079350233078,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.15267817676067352,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0004871140990871936,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0018384656868875027,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.779771089553833,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7144797444343567,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.46655625104904175,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.4396155774593353,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.18697136640548706,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8736084699630737,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8780383467674255,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0023678364232182503,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9105157256126404,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6731885075569153,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.804469883441925,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9659155011177063,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.4917265772819519,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7311715483665466,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.08356212824583054,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.029790841042995453,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.02222583070397377,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.22869174182415009,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.12959082424640656,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7018202543258667,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8841643333435059,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7933560609817505,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8869777321815491,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9435765743255615,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8691450953483582,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7507390975952148,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.010789007879793644,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.19205111265182495,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7556068897247314,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.4442073404788971,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.004500265698879957,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.27083659172058105,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.15892855823040009,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.2233312427997589,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.4174045920372009,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6427551507949829,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.07182566076517105,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9641571640968323,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.013608508743345737,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5348365902900696,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.2403825968503952,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0016964190872386098,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9186049103736877,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8256857991218567,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.2979423701763153,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.042806219309568405,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8548150658607483,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6194266080856323,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9025609493255615,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.4492618143558502,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6307116150856018,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.491035521030426,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8824989795684814,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7541577816009521,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.00018109093070961535,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.2419482320547104,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.840728759765625,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.025946086272597313,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8465262651443481,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.04911133646965027,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8300860524177551,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6946261525154114,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7887294888496399,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.48046550154685974,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3005087077617645,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7147347927093506,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5250869989395142,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.926677405834198,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.861693799495697,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.5984991192817688,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.053122274577617645,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.042430728673934937,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9344202280044556,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7977421283721924,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.03543171286582947,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9261236190795898,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.039148181676864624,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.34474679827690125,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6417927742004395,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.10374137759208679,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.03403649106621742,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5701178312301636,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7383458018302917,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9502260684967041,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.14347968995571136,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7571185231208801,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7568517327308655,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.36323875188827515,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.11788887530565262,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.038744810968637466,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9352929592132568,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8766413331031799,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8942884206771851,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.223163440823555,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0015547097427770495,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7368133068084717,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6722075939178467,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8378441333770752,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.2968995273113251,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.1867022067308426,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9313386082649231,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.06151410564780235,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9615896344184875,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8991949558258057,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8517414331436157,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.013664172030985355,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5865476131439209,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6505190134048462,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.1573268622159958,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8434638977050781,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.3125932812690735,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9337748885154724,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7417697310447693,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.006906882394105196,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.01384824514389038,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8989847898483276,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0049932049587368965,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8179373741149902,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.03752414882183075,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.11694417148828506,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.883837878704071,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6570149660110474,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.35018661618232727,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9517901539802551,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.1409461796283722,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.4159928262233734,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.6106403470039368,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.013375596143305302,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7340731620788574,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8873253464698792,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.79937744140625,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.12624959647655487,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.8549131751060486,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.04966655746102333,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.24351908266544342,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8757824897766113,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.055483657866716385,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,1,0.7217785120010376,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.06314818561077118,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8381944298744202,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,0,0.4092787206172943,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5811058282852173,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7620187997817993,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9533460140228271,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0032613829243928194,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6499547362327576,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8062088489532471,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.20362715423107147,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9523685574531555,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.03420615941286087,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.9021549224853516,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.766370952129364,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.7019466161727905,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5834692120552063,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.569546103477478,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.0008838847279548645,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.8023335933685303,vgg19,1024,relu,tanh,0.0,True,False
0.0,0,0,0.1310371607542038,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.5825012922286987,vgg19,1024,relu,tanh,0.0,True,False
0.0,1,1,0.6888698935508728,vgg19,1024,relu,tanh,0.0,True,False
